0,100.0,90.0
1,100.0,5.0
2,100.0,5.0
3,100.0,5.0
4,100.0,5.0
5,100.0,5.0
6,100.0,5.0
7,100.0,5.0
8,100.0,5.0
9,100.0,5.0
10,100.0,5.0
11,100.0,5.0
12,100.0,5.0
13,100.0,5.0
14,100.0,5.0
15,100.0,5.0
16,100.0,5.0
17,100.0,5.0
18,100.0,5.0
19,100.0,5.0
20,100.0,5.0
21,100.0,5.0
22,100.0,5.0
23,100.0,5.0
24,100.0,5.0
25,100.0,5.0
26,90.0,4.0
27,90.0,4.0
28,90.0,4.0
29,90.0,4.0
30,90.0,4.0
31,90.0,4.0
32,90.0,4.0
33,90.0,4.0
34,80.0,4.0
35,80.0,4.0
36,80.0,4.0
37,80.0,4.0
38,80.0,4.0
39,80.0,4.0
40,80.0,4.0
41,70.0,3.0
42,70.0,3.0
43,70.0,3.0
44,70.0,3.0
45,70.0,3.0
46,70.0,3.0
47,70.0,3.0
48,70.0,3.0
49,70.0,3.0
50,70.0,3.0
51,30.0,1.0
52,30.0,1.0
53,30.0,1.0
54,30.0,1.0
55,30.0,1.0
56,30.0,1.0
57,30.0,1.0
58,30.0,1.0
59,30.0,1.0
60,30.0,1.0
61,10.0,1.0
62,10.0,1.0
63,10.0,1.0
64,10.0,1.0
65,10.0,1.0
66,10.0,1.0
67,0.0,1.0
68,0.0,1.0
69,0.0,1.0
70,0.0,1.0
71,0.0,1.0
72,0.0,1.0
73,0.0,1.0
74,0.0,1.0
75,0.0,1.0
76,0.0,1.0
77,0.0,1.0
78,0.0,1.0
79,0.0,1.0
80,0.0,1.0
81,0.0,1.0
82,0.0,1.0
83,0.0,1.0
84,0.0,1.0
85,0.0,1.0
86,0.0,1.0
87,0.0,1.0
88,0.0,1.0
89,0.0,1.0
90,0.0,1.0
91,0.0,1.0
92,0.0,1.0
93,0.0,1.0
94,0.0,1.0
95,0.0,1.0
96,0.0,1.0
97,0.0,1.0
98,0.0,1.0
99,0.0,1.0
